transaction_id,description,amount,date,category
8772,HDFC LIFE POS TXN8757 50320 IMPS,1352.32,2024-04-11,Insurance
5435,MedPlus UPI TXN5460,2469.53,2024-05-23,Healthcare
232,strabucks card txn5754,994.3,2024-06-11,Food & Dining
4080,Tata Power POS TXN5011,4733.11,2024-05-20,Bills & Utilities
3342,BookMyShow IMPS TXN4784 84064,1019.44,2024-05-13,Entertainment
5985,ola upi txn5381 44686,198.0,2024-01-08,Travel
8667,HDFC LIFE CARD TXN3557,1913.26,2024-06-23,Insurance
3482,Netflix NEFT TXN7075,3119.02,2024-05-05,Entertainment
959,MORE SUPERMARKET NEFT TXN7036,3694.99,2024-10-07,Groceries
2719,Myntra CARD TXN9332,1956.96,2024-08-01,Shopping
8494,HDFC Life POS TXN6483 UPI,1202.06,2024-09-22,Insurance
1137,NATURE'S BASKET NEFT TXN9830 58450,3891.05,2024-01-21,Groceries
8631,LIC IMPS TXN7178,911.06,2024-06-30,Insurance
2230,Shell IMPS TXN6541 94765 UPI,164.86,2024-09-12,Fuel
4323,BSNL Bill POS TXN3072,899.48,2024-04-18,Bills & Utilities
8512,Bajaj Allianz CARD TXN1696 68142 POS,570.41,2024-03-25,Insurance
4949,fortis hospital imps txn4050 97608,2793.26,2024-06-05,Healthcare
318,swiggy card txn7470,1848.38,2024-05-15,Food & Dining
3988,BookMyShow IMPS TXN8099 25383,3997.77,2024-07-10,Entertainment
186,Swiggy NEFT TXN9049 24463 IMPS,402.94,2024-05-19,Food & Dining
4143,Tata Power IMPS TXN9716 TRANS,1423.4,2024-09-20,Bills & Utilities
3168,AJIO IMPS TXN9132 45362,1366.86,2024-06-27,Shopping
8544,PolicyBazaar POS TXN9747,3548.15,2024-03-31,Insurance
4280,TATA POWER POS TXN5535,1293.55,2024-04-20,Bills & Utilities
6661,Unacademy UPI TXN3886 94637,3751.22,2024-05-24,Education
7005,UNACADEMY CARD TXN3230 88265 IMPS,2133.65,2024-06-02,Education
539,KFC UPI TXN9481 13037 IMPS,3169.3,2024-08-24,Food & Dining
4874,fortis hospital neft txn1328 TXN,4559.5,2024-01-23,Healthcare
7710,LANDLORD POS TXN6355 TXN,1452.18,2024-07-11,Rent
5132,PATHLAB IMPS TXN4940,2612.89,2024-10-23,Healthcare
7812,Flat Rent UPI TXN1756,1778.8,2024-04-30,Rent
3254,BookMyShow UPI TXN3184,2656.58,2024-04-10,Entertainment
9153,Money Sent POS TXN4071 55269,1467.94,2024-09-07,Transfers
9465,upi to friend neft txn6340,597.33,2024-01-07,Transfers
3444,Netflix POS TXN3735,4582.98,2024-02-18,Entertainment
1947,BPCL CARD TXN9238 69768,87.36,2024-02-21,Fuel
5344,1mg UPI TXN7244,2461.08,2024-08-21,Healthcare
1489,Big Bazaar NEFT TXN1366,2716.65,2024-02-13,Groceries
3607,PVR Cinemas UPI TXN8808 88295 IMPS,3986.7,2024-01-12,Entertainment
6406,Coursera IMPS TXN6437 58799 UPI,2213.89,2024-06-23,Education
3286,PVR CINEMAS UPI TXN9790 TRANS,3867.18,2024-10-16,Entertainment
2893,Zara CARD TXN2345 48428,4659.65,2024-10-11,Shopping
5822,Uber CARD TXN4272 TXN,4717.25,2024-08-20,Travel
5100,MedPlus CARD TXN6967 NEFT,1236.06,2024-01-15,Healthcare
4704,water bill upi txn3483 71243 UPI,2623.99,2024-08-22,Bills & Utilities
6206,Ola CARD TXN5963 TXN,3016.73,2024-03-01,Travel
5437,MedPlus NEFT TXN7801 TXN,3853.67,2024-05-15,Healthcare
8468,PolicyBazaar CARD TXN7792 UPI,2831.24,2024-10-08,Insurance
2558,ajio card txn7929,732.54,2024-07-04,Shopping
1564,DMART NEFT TXN8243,462.39,2024-06-13,Groceries
8470,ICICI Prudential CARD TXN1380 38230,2892.15,2024-10-02,Insurance
5138,Fortis Hospital IMPS TXN3337 86239,4735.95,2024-07-08,Healthcare
8232,HDFC LIFE UPI TXN5360,2541.77,2024-09-20,Insurance
5525,1mg imps txn7470 69850 UPI,2500.22,2024-10-01,Healthcare
5152,fortis hospital pos txn2928,522.6,2024-03-10,Healthcare
2775,amazn card txn5710,1703.89,2024-09-08,Shopping
967,Nature's Basket NEFT TXN7375 POS,4302.93,2024-06-26,Groceries
8559,LIC IMPS TXN1709 TXN,165.75,2024-10-07,Insurance
7760,rent payment pos txn9925 TRANS,4010.01,2024-04-28,Rent
1092,Nature's Basket CARD TXN8541,1236.62,2024-03-13,Groceries
6349,redbus card txn8306,2333.37,2024-09-29,Travel
1773,BPCL NEFT TXN3784,1714.64,2024-05-28,Fuel
3450,bookmyshow upi txn9802,1520.36,2024-10-02,Entertainment
3550,BOOKMYSHOW CARD TXN1844 67339 TRANS,3364.27,2024-10-02,Entertainment
7104,COLLEGE FEE CARD TXN7646 UPI,3674.33,2024-06-17,Education
8306,HDFC LIFE CARD TXN3898,977.59,2024-09-04,Insurance
8379,LIC POS TXN6822 49915 TXN,3296.69,2024-09-17,Insurance
5154,Pathlab CARD TXN5720 UPI,4966.52,2024-10-23,Healthcare
7653,landlord card txn3331 34091 UPI,3028.38,2024-06-24,Rent
6246,AIR INDIA UPI TXN1702,1793.5,2024-07-27,Travel
2625,Flipkart POS TXN5455 NEFT,4062.64,2024-04-30,Shopping
6046,Air India UPI TXN5432 81976,2198.12,2024-02-01,Travel
712,strabucks upi txn5923 75763,3214.03,2024-10-11,Food & Dining
6485,UNACADEMY NEFT TXN9631,2568.8,2024-04-21,Education
4641,BSNL Bill NEFT TXN5329 94654,1709.19,2024-10-16,Bills & Utilities
7986,rent payment imps txn6880 16584,1528.01,2024-01-23,Rent
2543,Myntra POS TXN7314 38147 TXN,2805.47,2024-02-12,Shopping
9595,Account Transfer NEFT TXN9795 TRANS,4276.01,2024-08-06,Transfers
6541,Byjus NEFT TXN5334,3739.93,2024-04-12,Education
2041,Shell UPI TXN6264 AUTH,533.76,2024-01-22,Fuel
3042,H&M POS TXN5438 NEFT,4150.67,2024-04-01,Shopping
1522,Spencer's POS TXN5875 AUTH,4903.47,2024-06-23,Groceries
4133,Electricity Board IMPS TXN1297,4317.54,2024-07-24,Bills & Utilities
6749,Udemy UPI TXN5048,378.63,2024-07-04,Education
860,DMart IMPS TXN3758,1277.87,2024-02-20,Groceries
7496,pg fee neft txn7319 TXN,4075.61,2024-03-16,Rent
6837,coursera upi txn4707 94969,4046.35,2024-08-21,Education
6512,school fee neft txn6033 51952,279.31,2024-10-21,Education
258,SUBWAY UPI TXN5269 46187,4671.84,2024-08-02,Food & Dining
8602,PolicyBazaar NEFT TXN7781 38880 NEFT,4236.4,2024-02-04,Insurance
4006,Tata Power UPI TXN8705 74264 AUTH,4219.55,2024-01-17,Bills & Utilities
6607,SCHOOL FEE POS TXN4029,3915.73,2024-09-20,Education
2322,SHELL UPI TXN7407 IMPS,758.4,2024-03-21,Fuel
1212,big bazaar pos txn2278,3592.95,2024-02-11,Groceries
6860,UNACADEMY IMPS TXN7225,2042.75,2024-06-27,Education
1633,bpcl card txn2134,4343.43,2024-02-12,Fuel
1325,spencer's pos txn1295 17652,366.47,2024-08-01,Groceries
8775,hdfc life imps txn4072 96843,489.62,2024-02-08,Insurance
5790,OLA IMPS TXN9329,4821.49,2024-02-06,Travel
259,Subway NEFT TXN5837 AUTH,1236.27,2024-07-24,Food & Dining
4180,Airtel POS TXN2652 46137,3152.06,2024-01-06,Bills & Utilities
7468,PG Fee CARD TXN2153 55081,3651.58,2024-03-22,Rent
2786,MYNTRA UPI TXN4603 91234 UPI,910.71,2024-05-18,Shopping
7000,College Fee IMPS TXN8828 78998,3029.62,2024-09-06,Education
6589,College Fee IMPS TXN6936 90526 AUTH,443.25,2024-07-19,Education
6460,Byjus POS TXN9866 AUTH,3990.64,2024-07-12,Education
3914,Hotstar POS TXN3407,3421.09,2024-08-09,Entertainment
5045,MedPlus POS TXN1736,1665.57,2024-08-29,Healthcare
6802,BYJUS IMPS TXN7664 UPI,4163.8,2024-09-01,Education
5374,MEDPLUS POS TXN7181 69625,3529.37,2024-05-22,Healthcare
5898,uber pos txn3741 53732 TRANS,1955.31,2024-06-24,Travel
9239,IMPS NEFT TXN8760 70571,3329.25,2024-02-28,Transfers
2456,Myntra IMPS TXN8124 20470 NEFT,4600.29,2024-01-16,Shopping
2439,amazn pos txn2980 82048,243.0,2024-08-04,Shopping
5700,MAKEMYTRIP UPI TXN4669 POS,163.77,2024-08-14,Travel
826,Spencer's NEFT TXN5607 78005,3771.77,2024-05-18,Groceries
1908,HP Gas UPI TXN3849 46558,4748.08,2024-04-09,Fuel
6381,REDBUS IMPS TXN5605 74678 POS,1164.08,2024-05-22,Travel
7414,RENT PAYMENT CARD TXN1518,1652.94,2024-09-23,Rent
7769,LANDLORD CARD TXN5140 AUTH,359.2,2024-06-13,Rent
9584,money sent pos txn5610,2840.55,2024-10-17,Transfers
7874,FLAT RENT CARD TXN5021,2936.62,2024-03-22,Rent
7461,Rent Payment POS TXN3771 18010 IMPS,1167.51,2024-09-03,Rent
3970,netflixx neft txn3651 95538,4309.27,2024-01-28,Entertainment
6500,college fee pos txn5884 46852,484.64,2024-01-02,Education
42,ZOMATO CARD TXN3685 49041,4273.47,2024-08-14,Food & Dining
4826,medplus neft txn8659 TXN,4928.89,2024-06-19,Healthcare
8286,bajaj allianz neft txn6895 93403,3901.49,2024-01-30,Insurance
2418,Amazon UPI TXN2333 57993,3385.59,2024-03-14,Shopping
1193,more supermarket pos txn6612 54151 NEFT,1044.08,2024-02-16,Groceries
9265,IMPS CARD TXN5112 NEFT,2626.18,2024-06-21,Transfers
9364,MONEY SENT CARD TXN9813 68727,347.32,2024-01-22,Transfers
4894,Pathlab UPI TXN9797 31522,2928.25,2024-01-23,Healthcare
78,Swiggy IMPS TXN8917,2124.18,2024-09-03,Food & Dining
8958,IMPS UPI TXN4877 TXN,625.87,2024-05-09,Transfers
6669,College Fee IMPS TXN4290 94705 UPI,4788.61,2024-02-25,Education
6718,Udemy CARD TXN6452 UPI,4496.06,2024-07-30,Education
9517,NEFT Transfer POS TXN5890,508.25,2024-05-17,Transfers
1697,BPCL UPI TXN2673 TRANS,4165.64,2024-03-31,Fuel
6433,Unacademy POS TXN8020,4042.57,2024-05-28,Education
321,KFC NEFT TXN1381,3227.28,2024-03-20,Food & Dining
3960,spotify pos txn8673 43367,926.52,2024-01-26,Entertainment
3867,netflixx upi txn1092 78720,3343.17,2024-08-08,Entertainment
9358,UPI TO FRIEND CARD TXN3922,2877.3,2024-06-22,Transfers
8784,ICICI Prudential POS TXN5346 AUTH,1775.51,2024-07-10,Insurance
919,Spencer's IMPS TXN2939 54147 TXN,3476.02,2024-03-27,Groceries
380,Swiggy POS TXN9693 95663,1207.28,2024-08-22,Food & Dining
8215,LIC UPI TXN4623 82603,532.84,2024-02-26,Insurance
9404,Money Sent IMPS TXN8513,2666.79,2024-02-28,Transfers
4138,water bill imps txn5909 18848,3860.7,2024-05-29,Bills & Utilities
1199,Spencer's UPI TXN8504 27655 IMPS,1367.5,2024-02-13,Groceries
3732,PVR CINEMAS IMPS TXN5512 28907,2152.91,2024-01-31,Entertainment
5033,FORTIS HOSPITAL UPI TXN9650,274.62,2024-05-31,Healthcare
6273,uber card txn6118,3872.64,2024-02-19,Travel
1996,IOCL PUMP NEFT TXN2057,2585.14,2024-07-14,Fuel
2781,FLIPKART IMPS TXN5889 78535,1529.1,2024-10-15,Shopping
2943,Ajio IMPS TXN8361 26842 IMPS,4067.28,2024-09-07,Shopping
8149,hdfc life neft txn1771 43704,3798.04,2024-01-09,Insurance
3893,HOTSTAR UPI TXN8443 TXN,2280.99,2024-10-25,Entertainment
353,SUBWAY UPI TXN6132,1611.78,2024-10-06,Food & Dining
3376,Spotify IMPS TXN8768 71631,1640.53,2024-08-09,Entertainment
443,SWIGGY IMPS TXN9776 AUTH,2224.18,2024-09-10,Food & Dining
8417,PolicyBazaar NEFT TXN4440 52923,4793.27,2024-02-11,Insurance
4659,PAYTM RECHARGE NEFT TXN7348,4019.67,2024-01-11,Bills & Utilities
7504,Flat Rent UPI TXN2723 55504 NEFT,2967.36,2024-09-09,Rent
2942,NYKAA IMPS TXN6873,2030.46,2024-09-26,Shopping
352,Dominos POS TXN4513 99444,2013.57,2024-05-17,Food & Dining
7038,Byjus CARD TXN7384 NEFT,4474.04,2024-08-14,Education
9174,IMPS NEFT TXN7623 73663,4580.58,2024-03-09,Transfers
4123,bsnl bill imps txn6606 80569,2775.92,2024-06-12,Bills & Utilities
8798,ICICI PRUDENTIAL IMPS TXN2993,1633.09,2024-04-18,Insurance
5079,Apollo Pharmacy UPI TXN7745,1487.47,2024-02-08,Healthcare
7205,Flat Rent POS TXN7248 41120 AUTH,4699.07,2024-04-08,Rent
3909,netflixx neft txn4027,772.9,2024-10-08,Entertainment
2998,ajio neft txn7231,2569.72,2024-03-21,Shopping
7518,rent payment upi txn8845 NEFT,4724.16,2024-07-13,Rent
7427,flat rent imps txn1593 TXN,2353.55,2024-02-16,Rent
8654,icici prudential pos txn6891,765.44,2024-04-15,Insurance
5540,CUREFIT UPI TXN2056,1584.35,2024-06-13,Healthcare
6334,AIR INDIA CARD TXN2919 26573 AUTH,385.88,2024-02-03,Travel
774,Starbucks POS TXN9024 POS,1610.21,2024-02-06,Food & Dining
9037,imps upi txn5421 90079,213.67,2024-02-07,Transfers
3656,netflixx card txn9289 90519,689.62,2024-02-16,Entertainment
4382,water bill upi txn4048,1467.18,2024-09-29,Bills & Utilities
6793,unacademy pos txn9254,1180.09,2024-03-11,Education
6491,COLLEGE FEE IMPS TXN9022 58265,1547.89,2024-01-12,Education
1969,shell upi txn4363 TXN,3975.45,2024-02-10,Fuel
1064,Nature's Basket IMPS TXN9465 22269 AUTH,1356.75,2024-06-01,Groceries
6307,redbus card txn1609 TRANS,4721.61,2024-04-09,Travel
4935,Apollo Pharmacy IMPS TXN2893 TRANS,4733.57,2024-01-05,Healthcare
8685,lic upi txn5153 77555,787.59,2024-01-28,Insurance
6049,MakeMyTrip IMPS TXN6594 37403 POS,3274.19,2024-06-15,Travel
5399,MedPlus CARD TXN6143 32771,2398.9,2024-06-10,Healthcare
81,ZOMATO POS TXN7963 64492,2129.52,2024-01-02,Food & Dining
3644,netflixx upi txn9249 74054 trans,2814.24,2024-05-25,Entertainment
1481,Reliance Fresh NEFT TXN3616 92201 UPI,1041.29,2024-05-14,Groceries
5347,MEDPLUS NEFT TXN2853,349.52,2024-06-12,Healthcare
4537,TATA POWER CARD TXN3620 54085,1193.51,2024-08-10,Bills & Utilities
4760,Airtel UPI TXN3261,614.13,2024-03-20,Bills & Utilities
7354,Rent Payment IMPS TXN2150 22982 AUTH,4563.39,2024-06-26,Rent
3229,NETFLIX NEFT TXN2317 36028 IMPS,4994.63,2024-07-26,Entertainment
9363,NEFT TRANSFER IMPS TXN1761,4385.7,2024-10-26,Transfers
8294,PolicyBazaar NEFT TXN2496 TRANS,2193.26,2024-04-01,Insurance
3104,Myntra IMPS TXN3046 91866 AUTH,3764.33,2024-09-11,Shopping
6733,SCHOOL FEE POS TXN1634 96641 AUTH,1090.48,2024-10-24,Education
5607,Air India IMPS TXN2641 18158,3855.5,2024-01-18,Travel
5052,apollo pharmacy card txn2204 69891,704.19,2024-09-25,Healthcare
1641,Shell CARD TXN1889,2612.16,2024-01-15,Fuel
8424,POLICYBAZAAR UPI TXN3147,3627.21,2024-10-06,Insurance
4546,Airtel NEFT TXN8239,611.29,2024-03-28,Bills & Utilities
3844,Hotstar NEFT TXN5401,3112.39,2024-04-03,Entertainment
2202,BPCL UPI TXN9131,2384.29,2024-01-04,Fuel
1499,More Supermarket CARD TXN6953 UPI,4638.44,2024-02-02,Groceries
3702,SPOTIFY NEFT TXN9799,2148.44,2024-02-28,Entertainment
2955,Myntra IMPS TXN4424 NEFT,995.25,2024-10-11,Shopping
4159,electricity board imps txn5302 45862,4219.48,2024-07-09,Bills & Utilities
580,Starbucks POS TXN4878,3368.81,2024-01-11,Food & Dining
3233,Spotify CARD TXN1392,78.68,2024-10-17,Entertainment
7185,College Fee UPI TXN7916,2739.39,2024-03-31,Education
4296,BSNL Bill NEFT TXN4205 76916 AUTH,2753.03,2024-09-04,Bills & Utilities
1690,HP Gas NEFT TXN8557,615.39,2024-09-16,Fuel
7020,Coursera NEFT TXN9190 82582,1146.18,2024-02-17,Education
1890,IOCL PUMP IMPS TXN2709 15592,2622.87,2024-01-07,Fuel
8040,ICICI PRUDENTIAL NEFT TXN5217 42919 POS,2977.45,2024-04-07,Insurance
6437,UDEMY NEFT TXN9773 59637 TXN,397.9,2024-08-07,Education
7579,PG FEE CARD TXN6320 62883,4093.76,2024-09-14,Rent
4452,electricity board upi txn5865,135.2,2024-06-12,Bills & Utilities
1057,BIG BAZAAR POS TXN3411 UPI,4764.83,2024-08-18,Groceries
5082,APOLLO PHARMACY CARD TXN6342 13845 UPI,1505.15,2024-02-13,Healthcare
8789,HDFC LIFE IMPS TXN3133 POS,3011.41,2024-02-27,Insurance
8241,ICICI PRUDENTIAL POS TXN9220 85109 TXN,609.29,2024-07-28,Insurance
1872,shell neft txn9542,1126.68,2024-03-03,Fuel
7169,COURSERA POS TXN2100 65120 AUTH,2507.87,2024-07-02,Education
7492,PG Fee CARD TXN2748 13968,3524.05,2024-06-08,Rent
7366,Rent Payment NEFT TXN3950 TXN,2820.39,2024-03-25,Rent
5396,pathlab card txn7483,4558.79,2024-10-08,Healthcare
4739,AIRTEL UPI TXN3134 40610 TXN,4416.14,2024-03-16,Bills & Utilities
9114,money sent pos txn6195 30426 UPI,1846.6,2024-08-06,Transfers
4780,Tata Power NEFT TXN1399 66131,1313.27,2024-02-25,Bills & Utilities
5108,CureFit CARD TXN1748 78189,1739.91,2024-07-31,Healthcare
930,DMART IMPS TXN5096 27492 NEFT,3948.67,2024-04-10,Groceries
7349,PG Fee CARD TXN6232,2919.27,2024-05-17,Rent
66,Swiggy CARD TXN1245,91.98,2024-10-18,Food & Dining
3774,Hotstar IMPS TXN4665,1888.89,2024-02-22,Entertainment
4914,1mg POS TXN5004,2573.96,2024-01-29,Healthcare
6938,BYJUS CARD TXN9051,4627.35,2024-08-25,Education
1149,Spencer's POS TXN8091 UPI,780.26,2024-03-24,Groceries
1359,Nature's Basket IMPS TXN4537 TXN,3503.1,2024-02-18,Groceries
4432,electricity board card txn2832,199.07,2024-08-09,Bills & Utilities
985,SPENCER'S NEFT TXN6279 76905,1235.03,2024-06-30,Groceries
9318,ACCOUNT TRANSFER UPI TXN5431 19759 TRANS,2306.32,2024-05-26,Transfers
5234,Apollo Pharmacy CARD TXN9723 IMPS,641.2,2024-05-09,Healthcare
1545,Nature's Basket CARD TXN9757 32780 UPI,801.99,2024-03-18,Groceries
3180,Myntra NEFT TXN5623 UPI,3639.16,2024-06-20,Shopping
5211,Apollo Pharmacy IMPS TXN5329 97799 TRANS,148.12,2024-04-07,Healthcare
2341,IndianOil UPI TXN7497 UPI,1186.38,2024-03-21,Fuel
3594,Hotstar UPI TXN7695 44766,1248.33,2024-02-29,Entertainment
1264,DMart CARD TXN5243,628.24,2024-02-26,Groceries
6299,OLA IMPS TXN6626 18644,91.54,2024-08-20,Travel
8903,IMPS IMPS TXN5254,2452.6,2024-01-01,Transfers
6662,School Fee IMPS TXN3120 46427,1678.76,2024-10-04,Education
745,Swiggy POS TXN4399 35452,1391.39,2024-09-16,Food & Dining
9527,IMPS CARD TXN9107 TXN,2632.2,2024-02-10,Transfers
488,dominos neft txn9408 IMPS,2923.84,2024-05-02,Food & Dining
1216,Reliance Fresh IMPS TXN9472,834.12,2024-01-25,Groceries
7626,Rent Payment CARD TXN7283 TXN,1990.43,2024-04-02,Rent
8166,POLICYBAZAAR POS TXN1833,2617.83,2024-02-10,Insurance
7851,PG Fee CARD TXN4062 93035,4040.02,2024-03-21,Rent
1462,RELIANCE FRESH CARD TXN8811 AUTH,4348.15,2024-10-26,Groceries
5336,Fortis Hospital NEFT TXN4713,2971.69,2024-03-04,Healthcare
6732,College Fee IMPS TXN9276 71013 AUTH,536.85,2024-02-09,Education
1253,Big Bazaar NEFT TXN3673,2798.66,2024-03-02,Groceries
4467,electricity board pos txn6347 60859 AUTH,1163.94,2024-09-30,Bills & Utilities
1394,big bazaar upi txn9783 31209,4597.14,2024-07-17,Groceries
5546,FORTIS HOSPITAL POS TXN2727 78144,2487.17,2024-01-08,Healthcare
302,ZOMATO NEFT TXN6255 UPI,3728.65,2024-09-12,Food & Dining
9194,Account Transfer UPI TXN2825 AUTH,4012.53,2024-01-02,Transfers
1756,BPCL POS TXN9740 84680,3849.04,2024-09-02,Fuel
3120,Ajio NEFT TXN6715,2508.92,2024-03-16,Shopping
20,kfc imps txn3359,2074.82,2024-07-26,Food & Dining
9419,Money Sent UPI TXN4417 11593 TRANS,1051.55,2024-04-27,Transfers
9588,IMPS CARD TXN8821 23669 IMPS,2347.94,2024-04-24,Transfers
1704,IOCL Pump CARD TXN7684 45708 TRANS,2289.7,2024-07-18,Fuel
7632,RENT PAYMENT CARD TXN6284,4638.04,2024-04-09,Rent
3572,pvr cinemas card txn2403 72508 TRANS,440.53,2024-02-17,Entertainment
1474,Reliance Fresh NEFT TXN7190 16079 NEFT,4742.45,2024-09-08,Groceries
601,subway pos txn1930 TRANS,3930.05,2024-09-06,Food & Dining
453,kfc neft txn4160 13461,1204.06,2024-04-21,Food & Dining
6018,MAKEMYTRIP UPI TXN1890,202.5,2024-09-29,Travel
6455,Udemy POS TXN3527 TXN,668.85,2024-02-27,Education
5620,IRCTC UPI TXN6456 IMPS,2044.9,2024-04-07,Travel
5946,MakeMyTrip UPI TXN5817,2141.16,2024-10-12,Travel
8495,HDFC Life POS TXN4723 33019,1206.7,2024-10-16,Insurance
713,CAFE COFFEE DAY POS TXN9205 42640,3807.88,2024-03-24,Food & Dining
9449,IMPS CARD TXN4821,2557.97,2024-03-26,Transfers
7803,landlord neft txn5241 50227,1885.23,2024-08-24,Rent
2832,flipkart upi txn1659 63494,2663.85,2024-10-11,Shopping
2730,NYKAA CARD TXN4644 TRANS,1565.03,2024-04-11,Shopping
205,Subway POS TXN8856 79027,535.46,2024-04-11,Food & Dining
375,Zomato UPI TXN7674 68235 AUTH,4380.67,2024-01-03,Food & Dining
1385,DMart UPI TXN8427 54806 POS,2123.5,2024-08-19,Groceries
4681,TATA POWER NEFT TXN4513 38039 IMPS,4284.32,2024-09-23,Bills & Utilities
99,cafe cofe day neft txn1916 75064,2231.89,2024-04-24,Food & Dining
8266,ICICI PRUDENTIAL POS TXN3414,3684.86,2024-06-07,Insurance
504,kfc card txn4895,1029.88,2024-03-30,Food & Dining
9214,IMPS CARD TXN2745 74664 UPI,3316.7,2024-03-31,Transfers
6525,COLLEGE FEE IMPS TXN2783 59917,2987.56,2024-06-26,Education
4516,WATER BILL NEFT TXN3147,576.66,2024-08-06,Bills & Utilities
1749,shell card txn2472 TRANS,2369.25,2024-04-02,Fuel
4811,Apollo Pharmacy UPI TXN2422 57745,4769.75,2024-01-31,Healthcare
1528,Spencer's NEFT TXN4835 87440,2555.95,2024-09-02,Groceries
7311,Landlord IMPS TXN2385 AUTH,2101.38,2024-02-09,Rent
3097,Myntra NEFT TXN2984 31515,4256.15,2024-10-26,Shopping
5209,fortis hospital neft txn3972 50707,4533.59,2024-07-04,Healthcare
6699,UNACADEMY UPI TXN7840 77779 NEFT,3049.69,2024-08-25,Education
1859,IOCL Pump CARD TXN5862 47359 AUTH,547.22,2024-03-15,Fuel
9311,UPI TO FRIEND CARD TXN6778 92473,2894.25,2024-10-09,Transfers
550,cafe cofe day imps txn1347 42892,3308.65,2024-08-13,Food & Dining
5216,Fortis Hospital IMPS TXN3480,4023.26,2024-05-06,Healthcare
8847,IMPS UPI TXN9113,252.79,2024-07-28,Transfers
384,DOMINOS NEFT TXN5621 17275,3155.18,2024-05-04,Food & Dining
5966,makemytrip upi txn2540 POS,4555.82,2024-09-01,Travel
3355,NETFLIX IMPS TXN2037 50919,4488.68,2024-03-26,Entertainment
4554,WATER BILL IMPS TXN3779 POS,4686.24,2024-05-01,Bills & Utilities
3750,Hotstar CARD TXN6152 NEFT,2991.91,2024-08-07,Entertainment
6066,uber card txn9617 96410,59.72,2024-04-26,Travel
4756,Airtel NEFT TXN4436 40055,1990.03,2024-05-26,Bills & Utilities
2105,shell pos txn5954 64043,2079.09,2024-08-04,Fuel
869,big bazaar neft txn1718 12620 UPI,4149.48,2024-05-02,Groceries
7881,LANDLORD NEFT TXN9397,3698.31,2024-02-13,Rent
3302,netflixx imps txn6603 83915 auth,1453.95,2024-05-13,Entertainment
896,More Supermarket NEFT TXN2017 42649,415.42,2024-08-27,Groceries
3121,Zara UPI TXN5026 POS,685.76,2024-06-14,Shopping
8727,HDFC LIFE NEFT TXN4678 41043 IMPS,1860.61,2024-05-15,Insurance
3716,pvr cinemas pos txn3800 46055 UPI,1545.13,2024-05-29,Entertainment
6680,school fee card txn5951 67325 TXN,4805.5,2024-07-28,Education
7178,UNACADEMY POS TXN6923 AUTH,603.15,2024-06-25,Education
7095,BYJUS UPI TXN6697 46960,2985.26,2024-01-30,Education
6499,Udemy NEFT TXN8436 66829,2983.56,2024-06-15,Education
2330,HP GAS CARD TXN7276,1901.16,2024-02-21,Fuel
7391,Rent Payment NEFT TXN2904 88579,4688.26,2024-05-23,Rent
5527,apollo pharmacy neft txn1124 73077,1881.13,2024-09-18,Healthcare
7645,Rent Payment NEFT TXN2371 IMPS,1025.02,2024-02-11,Rent
221,Subway IMPS TXN4710 TRANS,2611.71,2024-03-26,Food & Dining
2969,H&M IMPS TXN3931,4145.83,2024-01-20,Shopping
6337,IRCTC UPI TXN3828,1338.63,2024-03-30,Travel
25,Swiggy UPI TXN4851,3220.66,2024-08-02,Food & Dining
6438,SCHOOL FEE NEFT TXN5455 AUTH,3056.17,2024-01-04,Education
1813,hp gas card txn3140 90689,70.53,2024-02-22,Fuel
5283,1MG POS TXN7919 89985,83.93,2024-03-14,Healthcare
7312,PG Fee CARD TXN3783 94567,3679.35,2024-09-18,Rent
3377,HOTSTAR UPI TXN9415,1561.4,2024-03-09,Entertainment
5464,APOLLO PHARMACY NEFT TXN2308,3418.16,2024-05-03,Healthcare
4692,Water Bill NEFT TXN1694 92104 NEFT,1970.17,2024-05-22,Bills & Utilities
2520,ajio imps txn5314 85493,1884.38,2024-09-20,Shopping
163,strabucks upi txn1871,4105.11,2024-08-29,Food & Dining
4387,bsnl bill upi txn9249 11823 AUTH,968.77,2024-02-26,Bills & Utilities
886,Reliance Fresh NEFT TXN6158 89485,4008.4,2024-01-03,Groceries
8044,ICICI PRUDENTIAL POS TXN9355,798.4,2024-10-07,Insurance
2788,Myntra NEFT TXN2485,3730.51,2024-08-18,Shopping
43,Cafe Coffee Day POS TXN6561 15384 UPI,646.01,2024-06-19,Food & Dining
8851,Money Sent IMPS TXN8788 93709,2426.22,2024-07-23,Transfers
5110,1mg IMPS TXN6284 45842 TXN,2350.62,2024-09-16,Healthcare
3490,BookMyShow POS TXN8911 40860 IMPS,496.84,2024-08-20,Entertainment
4201,water bill imps txn7987,2483.45,2024-03-26,Bills & Utilities
7668,LANDLORD NEFT TXN9395 61423,1642.75,2024-06-07,Rent
5185,CureFit NEFT TXN3799,371.88,2024-10-24,Healthcare
1821,Shell NEFT TXN3413 75847 POS,1856.84,2024-01-07,Fuel
6856,Coursera UPI TXN1123,4755.28,2024-04-06,Education
1166,spencer's neft txn8861 34393,3740.07,2024-01-29,Groceries
4801,Fortis Hospital IMPS TXN9690,3267.18,2024-07-13,Healthcare
4489,paytm recharge upi txn2683,220.89,2024-09-22,Bills & Utilities
6945,Coursera NEFT TXN9255 93183 TRANS,772.24,2024-07-30,Education
